male,title_Mr,title_Mrs,title_crew,title_highso,pclass_2,pclass_3,cabin_B,cabin_C,cabin_D,cabin_E,cabin_F,cabin_G,cabin_T,cabin_U,embarked_Q,embarked_S,Family_Single,Family_Small,Family_Large,Age,Fare,Cabin,FamilySize,Ticket,Survived
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3987222848553176,0.1,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6242014280345735,0.1,0.25,0.2857142857142857,0.20772776566317125,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7995740949517726,0.0,0.0,0.0,0.050748620223090936,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.23587623700363275,0.1,0.0,0.0,0.050748620223090936,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,1.0,0.02705779799394608,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.4112489039208318,0.20000000000000004,0.0,0.0,0.04006213192611313,0.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.09808342728297632,0.20000000000000004,0.0,0.2857142857142857,0.07173122281533045,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2108229988726043,0.20000000000000004,0.25,0.0,0.21642978772242535,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.33608918952774647,0.0,0.0,0.0,0.050748620223090936,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015281580671177828,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.014102260811993537,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.015175789316712771,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7745208568207441,0.0,0.0,0.0,0.051822148727810165,0.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.599148189903545,0.1,0.25,0.0,0.07729405233978466,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.4440992237022602,0.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.48640861831391713,0.20000000000000004,0.25,0.0,0.1554664461834305,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.44882876111737446,0.1,0.0,0.0,0.033962538149299316,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.49893523737943135,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.026350245115835676,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,1.0,0.015712553569072387,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,1.0,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2985093323312038,0.20000000000000004,0.0,0.2857142857142857,0.04713766070721715,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.015411575213749286,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.3611424276587749,0.4,0.0,0.0,0.04113566043083236,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014110458666029575,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3987222848553176,0.0,0.0,0.0,0.015330377421392339,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7745208568207441,0.0,0.0,0.5714285714285714,0.020494635090094415,1.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.6617812852311161,0.20000000000000004,0.25,0.0,0.10048070654571319,1.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.44882876111737446,0.0,0.25,0.2857142857142857,0.051504969851415845,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.19829637980709008,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.028302115124416098,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.423775522986346,0.0,0.0,0.0,0.025374310111545468,1.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.48640861831391713,0.1,0.25,0.0,0.1091095334796455,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.028220722145058292,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3987222848553176,0.0,0.0,0.7142857142857142,0.015468569817999833,1.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.311035951396718,0.20000000000000004,0.0,0.0,0.05855610025741262,1.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.48640861831391713,0.20000000000000004,0.25,0.0,0.21642978772242535,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6743079042966303,0.0,0.0,0.0,0.050748620223090936,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.44882876111737446,0.0,0.25,0.0,0.07831878409428937,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.017005667449756914,0.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.22334961793811853,0.20000000000000004,0.25,0.0,0.1554664461834305,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5866215708380309,0.0,0.0,0.0,0.02927805012870631,0.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7494676186897157,0.20000000000000004,0.25,0.0,0.15458810467956932,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.43630214205186024,0.0,0.0,0.7142857142857142,0.013907073811135496,0.0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6492546661656019,0.1,0.25,0.0,0.1527664244005612,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5866215708380309,0.0,0.0,0.2857142857142857,0.014151057562208049,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.20000000000000004,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.4613553801828887,0.1,0.0,0.5714285714285714,0.050748620223090936,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.44882876111737446,0.20000000000000004,0.0,0.0,0.04713766070721715,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.06441171028315387,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6116748089690592,0.0,0.0,0.5714285714285714,0.0,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.014102260811993537,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6116748089690592,0.1,0.25,0.2857142857142857,0.11111839809247648,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2985093323312038,0.30000000000000004,0.0,0.0,0.05270049023167135,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.08275928836380983,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5490417136414882,0.0,0.0,0.0,0.015712553569072387,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.43630214205186024,0.0,0.0,0.0,0.051822148727810165,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.44882876111737446,0.1,0.0,0.0,0.030351578633425542,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.37366904672428913,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.33608918952774647,0.0,0.0,0.0,0.05953203526170282,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2734560942001754,0.30000000000000004,0.0,1.0,0.08115719346076702,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.49893523737943135,0.0,0.25,0.2857142857142857,0.2995388511917728,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.48640861831391713,0.6000000000000001,0.0,0.0,0.06104473451835265,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,1.0,0.013760683560491965,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.030253985132996517,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015126992566498259,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.43630214205186024,0.0,0.0,0.0,0.015712553569072387,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2985093323312038,0.30000000000000004,0.0,0.0,0.12687155055772734,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.423775522986346,0.20000000000000004,0.0,0.0,0.028106928123558056,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.32356257046223225,0.1,0.0,0.2857142857142857,0.031425107138144774,0.0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.04797695102091946,0.30000000000000004,0.25,0.0,0.07612293033463641,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.020494635090094415,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.33608918952774647,0.1,0.0,0.0,0.028212719478023115,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.5239884755104598,0.1,0.25,0.0,0.10257896680493714,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.24840285606914697,0.20000000000000004,0.0,0.0,0.030725752114070404,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,0.0,0.015330377421392339,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,0.0,0.031425107138144774,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.7619942377552299,0.0,0.25,0.0,0.06308600017332605,0.0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.711887761493173,0.0,0.0,0.0,0.024105594605968193,0.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.2609294751346612,0.0,0.25,0.0,0.15216446768991498,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.32356257046223225,0.0,0.0,0.0,0.015411575213749286,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015094396337354966,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,0.25,0.0,0.05855610025741262,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6367280471000877,0.0,0.0,0.0,0.013768881414528002,0.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3987222848553176,0.0,0.25,0.0,0.05953203526170282,1.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.11061004634849055,0.5000000000000001,0.0,0.0,0.05445717323939373,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3486158085932607,0.0,0.0,0.0,0.025374310111545468,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3987222848553176,0.0,0.0,0.7142857142857142,0.015468569817999833,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.38619566578980336,0.20000000000000004,0.0,0.2857142857142857,0.05123658772523604,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5114618564449456,0.5000000000000001,0.0,0.0,0.07746484096553544,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3721801035613681,0.1,0.0,0.0,0.031425107138144774,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.24840285606914697,0.0,0.0,0.0,0.015330377421392339,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2985093323312038,0.0,0.25,0.2857142857142857,0.13526459159462315,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.02292371288989102,0.5000000000000001,0.0,0.0,0.05445717323939373,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.11027245763075773,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.007265439057998245,0.30000000000000004,0.0,0.0,0.03758969818624431,1.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.599148189903545,0.1,0.25,0.2857142857142857,0.1497654242623688,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.015411575213749286,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6993611424276588,0.0,0.25,0.0,0.06929138530460494,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.5714285714285714,0.014736618564782174,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28598271326568964,0.0,0.0,0.2857142857142857,0.014736618564782174,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.22334961793811853,0.1,0.0,0.0,0.044893010197349675,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2609294751346612,0.0,0.0,0.0,0.01646070534336126,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015281580671177828,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.22334961793811853,0.0,0.0,0.0,0.013175122557917838,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2985093323312038,0.20000000000000004,0.0,0.42857142857142855,0.1434624456306609,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015411575213749286,0.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.3987222848553176,0.20000000000000004,0.0,0.0,0.030253985132996517,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.28598271326568964,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7244143805586872,0.20000000000000004,0.25,0.0,0.22109807522194713,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.6242014280345735,0.20000000000000004,0.0,0.2857142857142857,0.2608674266467732,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.49893523737943135,0.0,0.0,0.0,0.014102260811993537,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.5866215708380309,0.0,0.25,0.0,0.04994347384455151,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.44882876111737446,0.0,0.0,0.0,0.014630827210317117,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.24840285606914697,0.1,0.0,0.7142857142857142,0.015468569817999833,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3987222848553176,0.20000000000000004,0.0,0.42857142857142855,0.1434624456306609,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.311035951396718,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015175789316712771,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.536515094575974,0.0,0.0,0.2857142857142857,0.015712553569072387,0.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.3721801035613681,0.1,0.25,0.0,0.10149724044618187,1.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.49893523737943135,0.20000000000000004,0.0,0.0,0.07612293033463641,1.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.38619566578980336,0.1,0.25,0.2857142857142857,0.10149724044618187,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.8747338093448579,0.0,0.0,0.2857142857142857,0.020494635090094415,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.38619566578980336,0.0,0.0,0.0,0.025374310111545468,1.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.22334961793811853,0.0,0.0,0.0,0.015175789316712771,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3047726418639609,0.0,0.0,0.0,0.015712553569072387,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.22334961793811853,0.0,0.0,0.0,0.019209719063445922,1.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.536515094575974,0.7000000000000001,0.0,0.2857142857142857,0.09154270340242172,0.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.44882876111737446,0.1,0.75,0.2857142857142857,1.0,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.01588334219482317,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.33608918952774647,0.0,0.25,0.2857142857142857,0.1497654242623688,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.24840285606914697,0.0,0.0,0.0,0.01800600082915438,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.17324314167606164,0.7000000000000001,0.0,0.2857142857142857,0.09154270340242172,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.7494676186897157,0.20000000000000004,0.0,0.0,0.07612293033463641,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.311035951396718,0.30000000000000004,0.0,1.0,0.08115719346076702,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.17324314167606164,0.5000000000000001,0.0,0.0,0.07746484096553544,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.23587623700363275,0.0,0.0,0.0,0.019852079483269742,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.22334961793811853,0.0,0.0,0.0,0.015216388212891242,0.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.18576976074157586,0.1,0.25,0.0,0.41250332793836464,1.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.38619566578980336,0.1,0.25,0.0,0.11125659048908397,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.04797695102091946,0.1,0.0,0.0,0.026187654344120927,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.11027245763075773,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.311035951396718,0.0,0.0,0.0,0.014102260811993537,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.7494676186897157,0.0,0.0,0.0,0.051822148727810165,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6492546661656019,0.0,0.0,0.0,0.026350245115835676,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5490417136414882,0.0,0.0,0.0,0.015712553569072387,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.015094396337354966,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6116748089690592,0.20000000000000004,0.25,0.0,0.21642978772242535,0.0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5239884755104598,0.0,0.5,0.0,0.014931805565640218,0.0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.22334961793811853,0.1,0.5,0.2857142857142857,0.4440992237022602,1.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.43630214205186024,0.0,0.25,0.2857142857142857,0.05130978285055781,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.22334961793811853,0.1,0.0,0.0,0.028212719478023115,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.311035951396718,0.0,0.0,0.0,0.015110792045427042,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.32356257046223225,0.1,0.0,0.0,0.015330377421392339,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.48640861831391713,0.0,0.0,0.0,0.050748620223090936,0.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5615683327070025,0.0,0.0,0.0,0.026350245115835676,1.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.5239884755104598,0.0,0.25,0.2857142857142857,0.05130978285055781,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.2734560942001754,0.0,0.0,0.0,0.29580589980036276,1.0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3721801035613681,0.20000000000000004,0.0,0.0,0.029757819776815374,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2985093323312038,0.0,0.25,0.2857142857142857,0.09662576327876685,1.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3721801035613681,0.0,0.25,0.0,0.051822148727810165,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.599148189903545,0.1,0.25,0.0,0.10149724044618187,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.3611424276587749,0.0,0.0,0.0,0.018510168852370702,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6492546661656019,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.23587623700363275,0.0,0.5,0.0,0.014931805565640218,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4738819992484029,0.0,0.25,0.2857142857142857,0.4440992237022602,1.0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.33608918952774647,0.0,0.25,0.0,0.020494635090094415,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3721801035613681,0.0,0.0,0.0,0.030253985132996517,0.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.4112489039208318,0.0,0.0,0.0,0.015175789316712771,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.07303018915194788,0.1,0.0,0.0,0.06441171028315387,1.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.2108229988726043,0.1,0.0,0.0,0.013768881414528002,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.423775522986346,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.6242014280345735,0.0,0.0,0.0,0.025374310111545468,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.33608918952774647,0.1,0.25,0.0,0.10364429745562033,1.0
